F/C EXP;F/C IC;F/C LS/HS;F/C FSP;F/C FSV;F/C FT;F/C CD;F/C TRAIN;F/C RAW;F/C ST;F ST;SDRV SD;SDRV[14:9];SDRV[8:0];TTM;SPV XYV;SPV XYW;SPV SI;SPV SDX;SPV SDY ;CDD;STM;STATE RDY;STATE DRV;STATE FYV;STATE FXV;STATE FYW;STATE FXW;STATE FI;STATE ST;TEMP0;TEMP1;SUNX;SUNY;SUNX1;SUNY1;SUNX2;SUNY2;SUNVX;SUNVY;SUNI;ECC_ERR;CDS;RADDR;EADDR
20;6;0;0;1;0;1;0;0;0;1;1;10;97;21908;3;1;2;5;6;34407;394264666;0;1;1;1;1;0;0;0;43;2;35292;48402;55736;21432;4395;41523;44481;45728;1057;47879;30541;37807;0
19;7;0;0;1;0;1;0;0;0;0;0;10;0;39312;5;3;2;8;14;42887;2771079910;1;1;0;0;1;1;0;1;239;87;63497;29207;15627;32768;9434;64617;27424;34095;18899;662;17785;29690;0
18;0;1;0;1;0;1;0;0;0;1;1;10;217;17547;2;0;0;0;2;61796;1208223315;1;1;1;0;1;0;1;4;145;147;3315;20691;2984;11318;20003;34857;52066;46933;50851;19322;0;16240;0
16;2;1;0;1;0;1;0;0;0;1;0;10;13;56637;3;0;3;15;12;47428;4224258753;1;0;0;0;1;0;0;7;134;135;42276;52120;27487;0;3798;39064;8586;710;48822;38497;38972;1699;0
15;3;1;0;1;0;1;0;0;0;1;0;10;79;35744;0;0;0;0;0;44637;430795702;1;0;0;0;1;1;0;6;88;207;31055;45453;3690;6819;36881;43137;7126;45;12032;588;51210;36053;0
14;4;1;0;1;0;1;0;0;0;0;0;10;149;60597;0;1;3;5;6;433;681311700;1;0;1;1;0;1;0;3;123;101;33147;50875;24755;39424;54370;62418;46467;28156;48712;38008;43794;11974;0
13;5;1;0;1;0;1;0;0;0;0;0;10;58;5335;4;0;1;12;6;60874;3024863277;0;1;1;0;1;0;1;6;254;94;7132;16384;55532;51773;9324;27657;49908;53222;60467;42393;23725;11553;0
12;6;1;0;1;0;1;0;0;0;1;1;10;183;1;6;1;0;9;14;53970;2772182360;1;0;0;0;1;1;0;4;66;251;40153;63107;16982;16191;58251;6428;16384;26631;46172;59313;42507;18427;0
11;7;1;0;1;0;1;0;0;0;0;0;10;240;7042;7;3;2;4;7;63744;426363658;0;0;0;0;0;0;0;4;111;79;59094;57136;55303;3496;3222;25955;1410;1014;5005;48800;63681;0;0
10;0;0;1;1;0;1;0;0;0;1;1;11;45;42962;2;1;2;6;8;36673;1217177369;0;0;0;0;0;0;0;1;9;0;35381;51396;41952;5611;6084;17748;11451;41293;1880;57196;25593;5688;0
9;1;0;1;1;0;1;0;0;0;0;0;11;62;19008;3;0;0;15;8;8136;1223858966;0;0;1;0;1;0;0;1;24;48;43611;10673;16572;23579;32768;40112;16606;62271;51117;52372;12865;41179;0
8;2;0;1;1;0;1;0;0;0;1;1;11;83;32483;5;1;0;0;11;48141;455776677;1;1;0;1;0;0;0;6;170;82;34238;3566;64775;44748;44561;38156;28250;5140;9572;1;64048;47010;0
7;3;0;1;1;0;1;0;0;0;1;0;11;72;63833;0;3;1;4;4;2466;1634944;1;1;0;1;0;1;0;4;23;147;10461;22291;37303;4990;49891;24812;44811;61326;25867;52947;51688;24447;0
6;4;0;1;1;0;1;0;0;0;0;0;11;0;15178;2;1;3;14;1;19826;4212492377;1;1;0;1;1;1;0;4;153;210;52016;89;7168;16345;44808;62773;35975;47444;3521;55412;27639;10575;0
5;5;0;1;1;0;1;0;0;0;0;1;11;251;226;2;2;1;0;11;42877;3111207837;1;1;0;1;0;0;0;3;23;26;63275;7179;47399;48308;60561;35386;57983;0;61722;26536;58885;48276;0
4;6;0;1;1;0;1;0;0;0;0;0;11;200;51210;0;2;2;1;8;5;4139807400;0;1;1;1;0;0;1;2;65;100;6088;2261;33957;43131;64203;43091;47149;12346;38575;32477;29597;11886;0
3;7;0;1;1;0;1;0;0;0;0;0;11;85;48191;6;1;1;0;3;17662;3131923500;0;0;0;0;0;0;0;5;30;96;51801;50232;51858;44962;5680;47048;28603;52064;29714;12644;16042;41845;0
2;0;1;1;1;0;1;0;0;0;1;0;11;6;14597;1;0;1;15;11;16337;1038302308;0;1;0;1;0;0;0;4;246;22;60213;17795;52755;2;0;0;0;0;0;55296;1845;0;0
1;1;1;1;1;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;2;1;1;1;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;2;1;1;1;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;3;1;1;1;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;4;1;1;1;0;1;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32738;1;0;8192;3213;0;0;0;0
28;5;1;1;1;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;226;49664;6304;8192;9469;8192;25807;1;0;0;0;0;0;0
27;6;1;1;1;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7168;0
26;7;1;1;1;0;1;0;0;0;0;0;11;0;1957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;0;0;0;0;1;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;1;0;0;0;1;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17312;468;60928;144;0;0;0;0;0
23;2;0;0;0;1;1;0;0;0;0;0;12;0;6144;0;0;0;4;14;0;0;0;0;0;0;0;0;0;0;20;208;2;0;0;18562;2;0;0;0;0;0;0;0;0
22;3;0;0;0;1;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39972;6;0;0;0;0;0;0;14436;7;0
21;4;0;0;0;1;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;5;0;0;0;1;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;6;0;0;0;1;1;0;0;0;0;0;12;0;0;0;0;0;0;0;32768;748807086;0;0;0;1;0;0;0;2;1;53;1060;3035;56821;2844;446;3;1721;32927;38395;26713;17616;62571;0
18;7;0;0;0;1;1;0;0;0;1;0;12;29;10398;4;0;0;11;3;39604;3697994867;0;0;1;1;0;1;0;3;192;216;23557;54699;7859;22075;8573;5811;63680;10174;16000;56202;16768;53632;0
17;0;1;0;0;1;1;0;0;0;1;1;12;29;7584;1;1;1;3;15;51517;459760846;0;0;1;0;0;1;0;2;241;45;24519;29543;56127;30625;46551;19034;58325;62469;42100;37350;14480;15279;0
16;1;1;0;0;1;1;0;0;0;1;1;12;120;52223;1;1;2;13;15;48491;3293979477;0;0;1;1;0;1;0;7;10;177;20714;55675;8772;64234;17001;56802;26816;25838;42375;24541;2522;36237;0
15;2;1;0;0;1;1;0;0;0;0;1;12;116;26112;5;3;0;15;8;27272;1118482150;1;0;0;1;0;1;1;5;40;217;57937;56884;5971;6225;9126;54873;18972;51142;2488;4037;27718;17286;0
14;3;1;0;0;1;1;0;0;0;0;0;12;187;26665;3;0;1;13;12;21990;2019357214;0;0;0;0;0;0;0;2;43;185;50108;58366;37416;15318;63296;40317;42265;30600;10743;5768;16728;31919;0
13;4;1;0;0;1;1;0;0;0;0;0;12;78;61957;5;0;0;14;6;32195;3852735547;1;1;1;0;0;0;0;0;76;245;59176;13597;18748;52715;32002;44690;24725;63702;37456;41965;6128;60287;0
12;5;1;0;0;1;1;0;0;0;0;0;12;227;55732;7;2;0;8;3;20356;381705142;0;1;0;1;1;1;1;1;54;105;5737;6010;31583;59841;35732;26151;19498;1990;28393;57260;63385;47505;0
11;6;1;0;0;1;1;0;0;0;0;1;12;44;16597;6;2;0;15;3;52438;1491954775;0;1;1;0;0;0;1;2;159;211;17994;1724;59142;28757;45879;59244;29490;3493;42368;12691;54696;12315;0
10;7;1;0;0;1;1;0;0;0;1;1;12;110;49060;0;0;2;13;2;29042;3006779024;0;1;1;0;1;0;0;1;74;249;5567;2482;776;50520;54569;58100;23619;7234;51178;15635;21188;52824;0
9;0;0;1;0;1;1;0;0;0;1;1;13;154;41339;6;0;1;0;8;20492;3925625976;1;1;1;0;1;0;1;5;75;102;31190;25671;2320;26856;35259;52773;935;48634;26293;47593;45510;25080;0
8;1;0;1;0;1;1;0;0;0;1;1;13;3;22983;6;3;0;15;0;4118;1782206839;1;0;1;0;1;0;1;4;22;64;7439;60445;22755;24521;25519;19758;6804;21137;32759;13965;12517;59321;0
7;2;0;1;0;1;1;0;0;0;1;1;13;191;48739;3;2;0;3;2;57719;521163205;0;1;1;0;0;0;1;0;82;113;7980;62895;56166;43947;58884;13536;40165;35837;51480;36379;8736;40899;0
6;3;0;1;0;1;1;0;0;0;0;0;13;48;36584;6;2;0;15;10;46585;4238791580;0;0;0;1;0;1;1;5;128;112;10505;47641;62609;6972;55876;10917;29363;23354;31880;5569;31224;19497;0
5;4;0;1;0;1;1;0;0;0;1;0;13;213;37254;1;2;1;0;11;965;2828825649;0;1;0;0;0;0;1;3;16;128;5550;26891;2544;64325;30716;48859;12456;29051;54025;52672;8171;50916;0
4;5;0;1;0;1;1;0;0;0;0;1;13;62;18162;6;1;0;3;14;23450;786005119;1;0;0;1;1;1;0;7;174;10;42044;28110;7670;11238;49903;52702;19852;17875;20721;2804;3358;61615;0
3;6;0;1;0;1;1;0;0;0;1;0;13;249;33974;4;2;2;6;4;59274;338031597;0;1;1;1;0;1;1;7;5;40;39054;43371;40150;509;4107;52795;39065;3100;47562;48508;31327;35848;0
2;7;0;1;0;1;1;0;0;0;1;0;13;68;40242;0;0;0;3;14;45976;1414657622;0;0;1;0;1;1;0;4;37;27;2724;62617;64510;22642;6099;11273;61663;14061;38340;10786;27244;10542;0
1;0;1;1;0;1;1;0;0;0;0;1;13;76;4458;2;1;0;9;7;43939;3809202976;0;1;1;1;1;1;0;6;24;210;60124;41683;48751;45649;16838;46569;48212;26676;48438;35861;41979;40462;0
0;1;1;1;0;1;1;0;0;0;1;1;13;232;50772;0;1;0;9;11;41876;2263215228;1;0;0;0;1;0;1;0;253;110;55703;31726;47846;16636;996;1171;34071;21938;63638;15319;33394;8470;0
31;1;1;1;0;1;1;0;0;0;0;0;13;96;31175;2;2;1;0;13;38639;1789063149;0;1;1;0;1;0;0;3;57;146;22247;38323;59214;53883;28223;24543;2735;3285;65416;57119;40951;63686;0
30;2;1;1;0;1;1;0;0;0;0;0;13;115;30945;1;1;2;5;15;39398;458323833;1;0;1;0;1;0;0;5;117;15;25232;15862;39250;56122;63469;50391;43887;15587;50129;52111;38600;41863;0
29;3;1;1;0;1;1;0;0;0;0;1;13;68;22870;2;3;3;2;15;61949;560541479;1;1;0;1;1;0;0;3;233;43;14581;42234;50480;21171;56803;38465;58265;40084;63165;37742;29049;13312;0
28;4;1;1;0;1;1;0;0;0;1;0;13;24;50454;0;0;2;7;2;15173;4101353246;0;0;0;1;1;0;1;0;160;166;34245;56747;33870;58182;53193;52476;38902;51113;39362;64712;41075;5811;0
27;5;1;1;0;1;1;0;0;0;1;1;13;214;53412;4;0;3;7;2;3215;2502229450;1;1;1;0;1;0;0;7;124;238;28762;27520;24403;759;11028;161;64356;40756;55584;27565;63209;60123;0
26;6;1;1;0;1;1;0;0;0;1;0;13;169;40003;4;1;2;15;5;50702;3361640754;0;1;1;1;0;0;0;5;35;127;20691;37347;3757;43684;24194;27981;16600;35640;10061;8193;13570;40263;0
25;7;1;1;0;1;1;0;0;0;1;1;13;86;896;5;2;0;5;2;44952;4033761973;1;1;1;1;1;1;1;7;221;65;27056;28455;14479;32992;33867;12789;23481;31137;28783;52129;48903;43552;0
24;0;0;0;1;1;1;0;0;0;1;1;14;192;38247;7;1;3;4;11;45001;1448658802;0;1;0;1;0;1;0;4;118;112;16849;53108;17242;41785;57793;65334;28084;22718;49640;42108;2971;17156;0
23;1;0;0;1;1;1;0;0;0;1;1;14;119;5545;5;3;1;7;12;58897;2304966571;0;0;1;1;1;1;1;2;224;229;44221;12917;16274;1104;13664;13251;26747;58306;45742;41268;4784;4634;0
22;2;0;0;1;1;1;0;0;0;1;1;14;4;56177;7;1;1;11;9;45339;1268662851;1;0;0;0;1;1;0;6;65;94;33337;13522;3629;343;14217;27613;19465;12012;35631;45632;19774;18104;0
21;3;0;0;1;1;1;0;0;0;0;0;14;88;14968;0;3;1;8;8;54991;2774742984;1;1;1;0;1;1;1;6;165;103;26283;39365;25430;5728;16038;19141;33024;44247;2484;44184;39762;36217;0
20;4;0;0;1;1;1;0;0;0;0;1;14;145;33548;3;2;0;4;6;23852;2210990009;1;1;1;1;1;0;0;3;95;165;33293;9568;65155;53392;16475;45171;41413;54096;19647;45703;57470;16169;0
19;5;0;0;1;1;1;0;0;0;0;0;14;248;44471;4;0;0;10;0;19105;1295352607;0;1;1;1;0;0;1;4;74;178;18180;23999;60262;38696;5979;31959;26338;61680;32431;31225;25645;12023;0
18;6;0;0;1;1;1;0;0;0;0;0;14;239;38584;0;3;0;0;0;43416;2116414288;0;0;1;1;1;0;0;7;123;160;25802;61043;20729;19632;43282;17099;35120;53092;28021;45886;57949;43201;0
17;7;0;0;1;1;1;0;0;0;1;0;14;218;10854;6;0;3;9;3;7935;1050038000;1;1;0;1;0;1;0;0;148;22;2254;61287;40110;30436;53620;35333;55176;4944;36610;17042;24718;19820;0
16;0;1;0;1;1;1;0;0;0;0;1;14;224;545;0;2;1;13;4;13035;2303960091;0;0;0;1;1;0;1;6;14;105;50911;53870;59472;3014;32601;56907;42961;4496;881;2043;10666;1862;0
15;1;1;0;1;1;1;0;0;0;0;0;14;99;10534;7;3;3;7;8;20979;2309696056;0;0;0;0;0;0;0;4;74;135;20313;5715;57161;21398;5405;63680;230;457;31549;25869;23046;57051;0
14;2;1;0;1;1;1;0;0;0;1;0;14;124;53908;7;1;3;11;7;2415;3318979896;0;0;0;0;1;0;0;7;150;56;57684;31630;43420;29488;23971;40900;60533;51049;30104;122;4641;5185;0
13;3;1;0;1;1;1;0;0;0;0;1;14;115;17396;0;3;0;15;14;44183;2909394263;0;1;0;0;1;1;1;2;70;16;53546;22633;33139;58721;59886;10474;30849;4030;62659;1406;24251;34884;0
12;4;1;0;1;1;1;0;0;0;1;1;14;179;43698;7;3;3;9;1;58276;622934850;1;0;1;1;0;1;1;7;45;61;56269;3645;59284;46755;3583;5088;62208;32978;9504;35501;39664;4753;0
11;5;1;0;1;1;1;0;0;0;0;0;14;209;25950;5;3;2;6;11;30914;1095281042;1;1;1;0;1;0;1;4;81;243;16404;55776;38228;9761;19902;10479;46040;14512;36785;62715;30906;58972;0
10;6;1;0;1;1;1;0;0;0;1;1;14;79;56601;4;3;3;1;6;15607;1598125156;0;1;1;1;1;1;0;5;166;59;1968;54990;33771;13959;27165;6652;30931;2100;48979;9799;56737;12228;0
9;7;1;0;1;1;1;0;0;0;0;1;14;30;18747;5;1;1;10;6;4685;2104736543;0;0;1;0;1;1;1;2;111;100;29972;45878;17637;26213;65185;6780;38784;9714;15948;15057;33593;30898;0
8;0;0;1;1;1;1;0;0;0;0;1;15;185;42403;6;0;2;13;9;43916;322891511;0;0;1;1;1;1;0;5;238;65;10381;21243;26524;49474;64244;57161;42628;45847;58673;53563;63405;12756;0
7;1;0;1;1;1;1;0;0;0;0;1;15;57;35203;6;2;1;14;8;14429;3999727802;1;1;1;1;0;0;0;1;66;24;29410;34433;24356;28712;57578;12098;26065;56712;44419;16272;28194;25849;0
31;0;1;1;1;1;1;0;0;0;0;1;15;53;1968;2;3;3;4;2;48407;141903984;1;0;1;0;1;1;1;4;241;222;53616;48364;15392;8047;23872;46362;17373;58626;3702;44066;49511;27883;0
30;1;1;1;1;1;1;0;0;0;0;0;15;245;58773;0;3;3;8;10;38018;177735132;0;0;0;1;1;0;1;3;253;198;14811;8192;26420;18943;9292;26525;38338;31109;53940;24614;19122;58989;0
29;2;1;1;1;1;1;0;0;0;0;0;15;166;3456;0;2;2;11;13;19591;2101638590;1;0;0;1;1;1;1;5;20;25;31381;23879;24300;14;55416;54647;13451;54069;54125;58954;40075;40441;0
28;3;1;1;1;1;1;0;0;0;1;0;15;47;130;2;1;2;11;0;44327;1019797220;0;0;0;0;0;1;0;1;77;159;32853;18258;9101;1097;8424;26624;26485;32249;29739;44228;26417;58960;0
27;4;1;1;1;1;1;0;0;0;0;1;15;63;59796;4;1;2;0;0;64938;288966532;1;0;1;1;1;0;0;5;145;49;8526;46904;58191;54491;39265;28042;512;5248;35517;4808;22837;20752;0
26;5;1;1;1;1;1;0;0;0;0;1;15;47;46532;5;3;2;12;0;19489;1332702962;0;0;1;0;1;0;1;3;125;159;60634;4778;47843;10070;64430;8001;1251;16745;62549;17;13228;56296;0
25;6;1;1;1;1;1;0;0;0;0;1;15;115;24479;4;2;0;2;1;26414;2265602192;0;1;1;1;0;1;0;5;130;163;50987;12224;43477;60629;6280;42745;61436;43942;61138;5913;41335;22991;0
24;7;1;1;1;1;1;0;0;0;0;0;15;250;63261;3;0;3;3;4;52448;306417086;0;0;0;0;0;0;0;0;141;111;3069;42152;49097;41838;43038;20448;61793;52386;45546;61759;18658;41679;0
23;0;0;0;0;0;0;1;0;0;0;0;16;45;8635;4;1;0;0;3;63341;2734908412;1;1;1;0;0;1;0;4;254;18;10490;24577;17227;22748;51812;4603;50284;20266;29137;14156;2773;6158;0
22;1;0;0;0;0;0;1;0;0;1;0;16;43;29629;5;1;0;4;2;13091;774782671;0;0;0;1;0;1;1;1;9;200;21457;29529;66;51200;16028;24805;34072;13037;47630;60645;2886;8996;0
21;2;0;0;0;0;0;1;0;0;1;1;16;126;53248;0;3;2;8;3;23589;78529930;0;0;1;1;1;1;0;1;25;100;16661;12879;41509;36927;61342;9504;35753;53352;49029;28044;9707;62307;0
20;3;0;0;0;0;0;1;0;0;0;0;16;196;55324;0;0;3;10;8;51662;3724154989;1;0;1;1;1;1;1;4;147;196;9557;64964;28879;51182;1405;3997;55293;40154;4089;18944;38684;31614;0
19;4;0;0;0;0;0;1;0;0;1;0;16;99;34796;2;3;2;4;14;256;2736473584;1;1;1;0;1;0;1;2;235;105;34951;20921;65255;31160;14090;11553;26921;47638;60631;49536;7;31890;0
18;5;0;0;0;0;0;1;0;0;0;0;16;118;36628;3;1;0;8;6;17069;11895440;1;1;0;0;0;0;1;6;125;68;40238;59256;23721;16796;62929;27310;61421;27363;53305;21383;36638;20775;0
17;6;0;0;0;0;0;1;0;0;0;0;16;139;63733;2;3;1;2;4;64842;2284707048;1;1;1;1;1;0;1;5;3;27;14848;53621;27339;51358;58481;37425;14807;52733;11046;65089;32727;48693;0
16;7;0;0;0;0;0;1;0;0;1;0;16;124;61135;1;0;1;13;10;17348;1189582259;0;1;0;1;1;1;0;6;98;113;1506;46080;55483;43905;35616;1983;64865;61375;27392;8633;26406;59606;0
15;0;1;0;0;0;0;1;0;0;1;0;16;85;30952;6;2;0;1;3;54530;3425155515;0;1;1;1;1;0;1;4;81;16;18873;50824;11624;30720;15445;32091;15095;23197;46321;53913;64620;24075;0
14;1;1;0;0;0;0;1;0;0;1;1;16;79;62;6;3;0;12;9;8754;748201536;0;1;0;0;1;0;1;7;35;86;26122;21659;22097;37046;63420;178;4512;7490;65443;53850;58333;26325;0
13;2;1;0;0;0;0;1;0;0;1;0;16;81;4813;1;2;0;0;0;22336;3852679189;0;1;1;1;1;1;1;0;84;49;5195;18919;2844;34114;46322;50995;454;6400;17280;58922;45639;1149;0
12;3;1;0;0;0;0;1;0;0;1;1;16;192;54315;4;2;2;0;15;31007;3745636316;0;1;1;1;0;1;1;5;202;189;663;58860;13011;23729;44947;428;63146;59204;32566;20;29226;31601;0
11;4;1;0;0;0;0;1;0;0;1;1;16;231;8129;6;2;3;1;7;40961;4069220458;1;1;0;0;0;0;0;5;154;67;14849;32189;54758;60662;22228;26196;47211;52714;11001;62002;843;26112;0
10;5;1;0;0;0;0;1;0;0;0;0;16;243;31366;2;2;2;15;13;55846;49311040;1;0;1;1;1;1;0;7;153;105;14056;10130;43428;60803;4441;65067;10641;55635;39705;23580;56028;2483;0
9;6;1;0;0;0;0;1;0;0;0;1;16;65;61835;3;2;1;4;11;41301;2429407898;0;1;1;1;1;0;0;6;56;0;3592;16224;50104;10564;61339;11656;31978;28336;33330;25148;53336;31698;0
8;7;1;0;0;0;0;1;0;0;1;1;16;12;6757;3;0;2;7;6;35329;96497657;0;0;1;0;0;1;1;4;121;207;48390;9382;1917;16385;52139;4586;61756;37478;32770;7216;15575;30470;0
7;0;0;1;0;0;0;1;0;0;0;1;17;170;27334;3;1;3;9;9;43499;1820641900;1;0;0;0;1;1;1;6;34;175;23102;43162;40552;51553;11432;506;30528;44428;31943;4426;21783;6504;0
6;1;0;1;0;0;0;1;0;0;0;1;17;249;61633;5;2;1;1;13;55945;1996468849;0;0;1;0;0;1;1;2;167;35;4550;61707;18290;46237;20973;7113;36775;10469;5;22908;18718;46334;0
5;2;0;1;0;0;0;1;0;0;1;1;17;25;49704;6;0;2;15;7;4535;3844953151;0;1;0;0;1;0;1;2;163;145;34663;53425;48028;14598;60962;27610;51871;23991;23339;51123;50786;50184;0
4;3;0;1;0;0;0;1;0;0;0;0;17;214;5212;6;1;1;5;1;32833;2515994536;1;0;1;0;1;1;0;0;20;7;1414;1786;48057;9066;9047;36015;60723;60771;450;60831;7213;23473;0
3;4;0;1;0;0;0;1;0;0;0;0;17;0;54647;6;0;1;14;5;17757;535044852;0;1;0;0;1;1;0;3;160;43;49065;22791;52155;23637;55994;17645;13416;64670;53196;32620;31385;15249;0
2;5;0;1;0;0;0;1;0;0;0;1;17;86;55465;1;3;3;13;2;8344;3692093147;1;1;0;0;0;1;0;7;54;195;32445;15329;16385;11205;9719;17155;20535;30896;40083;39976;56315;51545;0
1;6;0;1;0;0;0;1;0;0;0;0;17;143;34816;0;0;2;11;5;56083;1426222494;0;0;1;0;1;1;0;7;68;38;53317;19603;59529;41999;15335;21504;11045;34032;37173;48774;40693;62581;0
29;1;1;1;0;0;0;1;0;0;1;0;17;20;48246;1;2;2;15;0;12050;335550318;1;1;1;1;0;1;1;2;96;94;61575;4751;49798;63881;46429;55821;45885;16177;18195;24785;34781;36274;0
28;2;1;1;0;0;0;1;0;0;0;0;17;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;154;32;601;14400;49173;8626;0;0;0;0;0;0;0;0;0
27;3;1;1;0;0;0;1;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3464;9;4571;17;0;0;0;0;0
26;4;1;1;0;0;0;1;0;0;0;0;17;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;5;1;1;0;0;0;1;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18304;0
24;6;1;1;0;0;0;1;0;0;0;1;17;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61440;188;48384;5960;0;0;0
23;7;1;1;0;0;0;1;0;0;0;0;17;0;49153;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0;0;0;1;0;0;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;1;0;0;1;0;0;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;2;0;0;1;0;0;1;0;0;0;0;18;0;30016;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;3;0;0;1;0;0;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;4;0;0;1;0;0;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;28;235;12288;41893;2270;51976;116;2320;37233;1;0;0;0;0;0
17;5;0;0;1;0;0;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;6;0;0;1;0;0;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40960;16002;0;0;0;0;17024;30;0
15;7;0;0;1;0;0;1;0;0;1;0;18;161;841;7;0;1;14;13;1678;2477897226;0;0;1;1;1;1;1;2;249;40;55026;56231;3874;17645;32090;48615;59991;9880;21217;9986;48212;30939;0
14;0;1;0;1;0;0;1;0;0;1;1;18;208;62258;3;0;1;2;9;12234;2341352878;1;0;1;1;0;1;0;3;124;16;50439;4856;21297;7494;45354;7149;60484;21489;28059;38246;41929;40237;0
13;1;1;0;1;0;0;1;0;0;0;0;18;214;63318;6;2;0;6;15;6315;2178574387;1;0;0;1;0;1;1;2;86;182;20519;37977;56225;32937;49584;712;65249;12213;35163;61830;44986;5696;0
12;2;1;0;1;0;0;1;0;0;0;0;18;154;1950;6;0;3;7;11;45873;2186386942;0;1;1;0;0;0;1;3;108;178;52793;12727;22667;5664;23435;43952;40621;37632;58293;2306;64148;2043;0
11;3;1;0;1;0;0;1;0;0;1;0;18;15;11442;5;1;2;0;2;55476;530346207;1;1;0;1;1;0;1;6;208;45;17203;50955;15944;20974;5839;13920;3900;54778;50239;21333;4258;53156;0
10;4;1;0;1;0;0;1;0;0;1;1;18;37;31520;2;3;3;12;7;45859;1080166396;1;1;1;0;1;0;0;0;121;165;63390;52149;9734;44701;181;65431;4273;21855;57073;15462;9876;7431;0
9;5;1;0;1;0;0;1;0;0;1;1;18;179;41286;0;0;1;12;6;3707;3288608781;1;0;0;0;1;0;0;5;53;140;64147;11304;61974;62117;49824;19293;41954;52492;33508;15751;42400;51060;0
8;6;1;0;1;0;0;1;0;0;1;0;18;248;37465;4;2;1;8;9;40598;966749002;1;0;0;0;0;1;1;7;59;167;60049;42988;24700;10939;48422;36158;18140;62471;24138;42264;27955;8370;0
7;7;1;0;1;0;0;1;0;0;1;1;18;233;36338;7;3;2;1;10;51169;644918339;1;1;0;1;1;0;1;3;251;245;23340;51513;7213;28677;13591;26199;54651;11627;5929;32560;57655;64513;0
6;0;0;1;1;0;0;1;0;0;0;0;19;71;58220;6;1;1;9;0;36971;1643121745;0;1;0;0;1;0;0;1;57;85;26615;19781;29690;44504;59331;30023;64366;60152;59519;23926;24973;54781;0
